token,category_llm,category_human,cluster_id,n,exclude
research domain knowledge! and software skills that don't involve code: software design,Software Engineering Skills,Software Engineering Skills,2,1,0
same as without using generative ai - it is just an assistant so you need to know what it is doing,Software Engineering Skills,Software Engineering Skills,2,1,0
senior-level software engineering skills,Software Engineering Skills,Software Engineering Skills,2,1,0
software architecture,Software Engineering Skills,Software Engineering Skills,2,10,0
software architectures,Software Engineering Skills,Software Engineering Skills,2,1,0
software archtecture and design,Software Engineering Skills,Software Engineering Skills,2,1,0
software desifn,Software Engineering Skills,Software Engineering Skills,2,1,0
software design,Software Engineering Skills,Software Engineering Skills,2,3,0
software design and architecture fundamentals.,Software Engineering Skills,Software Engineering Skills,2,1,0
software design principles,Software Engineering Skills,Software Engineering Skills,2,1,0
software development,Software Engineering Skills,Software Engineering Skills,2,3,0
software development skills,Software Engineering Skills,Software Engineering Skills,2,2,0
software development skills (version control,Software Engineering Skills,Software Engineering Skills,2,1,0
software engineering,Software Engineering Skills,Software Engineering Skills,2,6,0
software engineering (skilled/advanced),Software Engineering Skills,Software Engineering Skills,2,1,0
software engineering professional practices,Software Engineering Skills,Software Engineering Skills,2,1,0
software engineering skills,Software Engineering Skills,Software Engineering Skills,2,1,0
software patterns,Software Engineering Skills,Software Engineering Skills,2,1,0
software project management,Software Engineering Skills,Software Engineering Skills,2,1,0
software testing and quality assurance; developing and enforcing quality standards and practices; developing sound security and privacy practices,Software Engineering Skills,Software Engineering Skills,2,1,0
solid background in system design/architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
solid understanding of software engineering,Software Engineering Skills,Software Engineering Skills,2,1,0
some working knowledge of the problem statement and technical language; for many problems,Software Engineering Skills,Software Engineering Skills,2,1,0
stronger skills in restricting the ai to produce code of wanted quality or architecture (e.g. using interfaces (rust traits) and tests).,Software Engineering Skills,Software Engineering Skills,2,1,0
system architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
system architecture planning,Software Engineering Skills,Software Engineering Skills,2,1,0
system design,Software Engineering Skills,Software Engineering Skills,2,2,0
system design and architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
system design experience,Software Engineering Skills,Software Engineering Skills,2,1,0
tener altos conocimientos de ingenieria de software y una conceptualización clara de las tecnologías,Software Engineering Skills,Software Engineering Skills,2,1,0
the ability to actually code without ai.,Software Engineering Skills,Software Engineering Skills,2,1,0
the ability to actually understand and test what generative models produce,Software Engineering Skills,Software Engineering Skills,2,1,0
the ability to pose the right question or task and to critically analyze the results for accuracy and appropriateness.,Software Engineering Skills,Software Engineering Skills,2,1,0
the ability to write good prompts and evaluate the material that ai returns for accuracy and appropriateness for the task at hand,Software Engineering Skills,Software Engineering Skills,2,1,0
the most important skill is to know business rules and scientific concepts behind the architecture you are working to achieve. it is more important to understand concepts than technical details.,Software Engineering Skills,Software Engineering Skills,2,1,0
this requires careful design through software development/engineering designs.,Software Engineering Skills,Software Engineering Skills,2,1,0
to be able to understand when not to use the output of generative ai.,Software Engineering Skills,Software Engineering Skills,2,1,0
top level technical skills to critically integrate and review the code provided by the ai,Software Engineering Skills,Software Engineering Skills,2,1,0
understand security issues that can arise. software engineering and architecture are still prerequisites,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding concepts of ai/llms and understanding the concepts of the technology/platformthe ai creates suggestions/solutions for,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding for architectures,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding of ai fundamentals to make best use of the tool and know biases/flaws,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding of limitations / error modes of underlying models. experience of using models within their wider operational frameworks in real development or writing workflows.,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding of the technology the ai is producing output for.,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding software architecture best practices. system level design. debugging.,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding that these models find the average/typical solutions and should not be used as an end all be all option for solving any problems or answering your questions in full.,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding the code it generates and interfere when it is not up to a certain standard,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding the codebase being targeted sufficiently well to critically evaluate generated output,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding the context and the domain the code will be used for. in software engineering,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding the relevant subjects well enough to detect / suspect errors etc.,Software Engineering Skills,Software Engineering Skills,2,1,0
understanding the scope of the software. communicate to the ai what the users need. understand the needs of the users and how they would like to benefit from the sofware.,Software Engineering Skills,Software Engineering Skills,2,1,0
which requires research and programming skills.,Software Engineering Skills,Software Engineering Skills,2,1,0
you need to be a good sw engineer/architect and can make decission what is good or bad,Software Engineering Skills,Software Engineering Skills,2,1,0
you need to be a professional software engineer first in order to get professional results out of the chatbot.,Software Engineering Skills,Software Engineering Skills,2,1,0
you need to know how to write good code in that language on your own; effective use of tests; ability to understand and review code that is generated; ability to multi-task,Software Engineering Skills,Software Engineering Skills,2,1,0
you still need coding skills yourself to determine whether or not the ai actually produces something meaningful,Software Engineering Skills,Software Engineering Skills,2,1,0
you still need to understand the code and what you want the code to do,Software Engineering Skills,Software Engineering Skills,2,1,0
automated testing,Testing Skills,Testing Skills,5,1,0
being able to test ai-results,Testing Skills,Testing Skills,5,1,0
deeper test coverage,Testing Skills,Testing Skills,5,1,0
diligent testing,Testing Skills,Testing Skills,5,1,0
effective testing,Testing Skills,Testing Skills,5,1,0
especially the patience for reviewing,Testing Skills,Testing Skills,5,1,0
fact checking,Testing Skills,Testing Skills,5,2,0
formal proof assistant languages,Testing Skills,Testing Skills,5,1,0
formal validation methods,Testing Skills,Testing Skills,5,1,0
proper human testing,Testing Skills,Testing Skills,5,1,0
proper specification and testing,Testing Skills,Testing Skills,5,1,0
qa and testing,Testing Skills,Testing Skills,5,1,0
quality assurance,Testing Skills,Testing Skills,5,1,0
reviewing,Testing Skills,Testing Skills,5,2,0
reviewing skills,Testing Skills,Testing Skills,5,1,0
software testing,Testing Skills,Testing Skills,5,1,0
strong quality assurance,Testing Skills,Testing Skills,5,1,0
test design,Testing Skills,Testing Skills,5,1,0
test generation,Testing Skills,Testing Skills,5,1,0
testing,Testing Skills,Testing Skills,5,15,0
testing ai generated output,Testing Skills,Testing Skills,5,1,0
testing ai's limits,Testing Skills,Testing Skills,5,1,0
testing techniques,Testing Skills,Testing Skills,5,1,0
testing testing testing!,Testing Skills,Testing Skills,5,1,0
tests,Testing Skills,Testing Skills,5,1,0
understanding of testing,Testing Skills,Testing Skills,5,1,0
unit testing,Testing Skills,Testing Skills,5,1,0
validation,Testing Skills,Testing Skills,5,1,0
validation testing,Testing Skills,Testing Skills,5,1,0
verification.,Testing Skills,Testing Skills,5,1,0
verifying sources,Testing Skills,Testing Skills,5,1,0
